dataset,method,predictor,impute,missing_type,missing_rate,seq_len,pred_len,seed,mse,mae,impute_mse,n_params,peak_mem_mb,train_time_sec,best_val_mse
Traffic,saits,DLinear,none,random_point,0.3,96,96,2026,0.5785742541881467,0.35708933393218684,1.274912633082528,4232670,745.8544921875,3.5059916973114014,0.4755676711015201
ExchangeRate,baseline,DLinear,none,none,0.0,96,336,2024,0.32323976022166173,0.4327179725105698,0.0,65192,23.376953125,0.5457239151000977,1.0260905762936205
Electricity,simple,DLinear,linear,continuous_segment,0.3,96,336,2025,0.2928539914486736,0.37506860745033,1.2771045897199098,65505,153.7734375,21.372243404388428,0.2608625069163204
Electricity,coifnet,iTransformer,none,random_point,0.3,96,336,2025,0.21000725961200892,0.31238567512176185,1.3861149710865612,631346,464.712890625,3.668843984603882,0.185134153947851
Weather,saits,iTransformer,none,continuous_segment,0.1,96,96,2024,0.16841424919304634,0.2131984664812905,0.2843630529023518,1654555,238.994140625,3.980004072189331,0.41064256717673037
ETTm1,crib,iTransformer,none,variable_channel,0.3,336,720,2024,0.6292221718127612,0.5429946938970224,1.1050115648921623,543710,816.06298828125,2.9851269721984863,1.1084376066638941
ExchangeRate,crib,iTransformer,none,mixed,0.1,336,336,2024,1.0364021449475675,0.7161018381247649,4.145786411053425,414688,814.31005859375,0.40036797523498535,1.2507350281338883
Electricity,saits,iTransformer,none,continuous_segment,0.1,96,96,2026,0.15630419839851994,0.2504003995249759,0.26931898743173754,2350855,1113.80859375,8.288594484329224,0.1352276571168467
Weather,simple,PatchTST,linear,random_point,0.3,96,336,2026,0.2632100926375401,0.29666587506247055,0.04620985684150694,785423,184.263671875,7.487486124038696,0.5403107675551209
ETTh1,misstsm,iTransformer,none,continuous_segment,0.3,96,96,2026,0.5347853275775053,0.5281850596090621,1.1103514250561837,319982,66.13671875,0.955472469329834,0.8272715570468663
Traffic,simple,DLinear,linear,continuous_segment,0.1,96,96,2024,0.6950282536697946,0.4288736129749572,2.254119576594491,19486,243.91943359375,12.250207424163818,0.5892267284657741
ETTh1,misstsm,iTransformer,none,random_point,0.3,96,96,2026,0.4874776222119426,0.4975325658248614,1.1191106132801816,319982,66.13671875,0.6725218296051025,0.7806028223551368
Traffic,misstsm,iTransformer,none,continuous_segment,0.1,96,96,2025,0.6481554084431549,0.36389698179365076,1.4683630903329192,376412,7629.33935546875,12.190162420272827,0.5234316710322071
Traffic,coifnet,iTransformer,none,continuous_segment,0.3,96,96,2025,0.6505947227533879,0.3759966745558106,3.134271903652398,659452,411.3447265625,35.897441387176514,0.51636046972384
ETTm1,misstsm,iTransformer,none,variable_channel,0.3,336,192,2024,0.6769309019524713,0.5939802956640041,1.1079089111868896,393806,176.439453125,2.2822606563568115,0.8591042334003897
Traffic,simple,PatchTST,linear,random_point,0.1,96,336,2025,0.5307558233906904,0.3008693391694797,0.2617713573223024,787946,6270.15576171875,6.322136878967285,0.42439448724253404
ETTm1,simple,iTransformer,linear,mixed,0.1,96,96,2025,0.4600764674170012,0.438268456965098,0.7943503814922641,302439,29.1376953125,8.154602289199829,0.5556565665103153
ETTm1,misstsm,iTransformer,none,mixed,0.3,96,720,2026,0.7600492872625421,0.637984182754939,1.108261368824546,400478,70.52734375,2.485912561416626,1.051428041969358
Electricity,baseline,iTransformer,none,none,0.0,96,336,2026,0.18278638683130952,0.27490588000998045,0.0,333713,840.47705078125,2.7778284549713135,0.16064050774169125
ExchangeRate,simple,iTransformer,linear,mixed,0.1,96,96,2026,0.48927369178011176,0.382567554377438,2.1035889802354104,302440,28.689453125,1.2021093368530273,0.8660591752640622
Weather,crib,iTransformer,none,random_point,0.3,96,96,2024,0.16013151294252642,0.21065195913575036,0.6328393148086241,315786,127.47314453125,2.186815023422241,0.4032250236119365
ETTm1,coifnet,iTransformer,none,mixed,0.1,336,720,2024,0.5579612453980928,0.511564598316595,1.150208419522205,1519150,666.1865234375,2.2351269721984863,1.0590938028279593
Traffic,misstsm,iTransformer,none,continuous_segment,0.1,96,96,2024,0.6548990343186027,0.3548941560580476,1.475009988830868,376412,7629.33935546875,12.211791515350342,0.512072222860841
ExchangeRate,saits,iTransformer,none,mixed,0.3,336,96,2024,0.48459639375129443,0.4667287100566907,1.9271198859375513,1695880,1043.71240234375,0.8609554767608643,0.5130542953629299
Electricity,baseline,PatchTST,none,none,0.0,96,96,2024,0.15600102174344366,0.24693388105569275,0.0,417443,2367.28564453125,3.4704744815826416,0.13344215504986764
ExchangeRate,saits,iTransformer,none,variable_channel,0.1,96,720,2026,1.1229200911521913,0.8099065113067627,3.794421787261963,1713016,216.79296875,0.35332417488098145,1.5999140372643104
ExchangeRate,crib,iTransformer,none,mixed,0.3,96,720,2026,1.3285945844650269,0.8690263915061951,4.661903657913208,371296,145.6708984375,0.32776641845703125,1.8984440045479016
Weather,simple,iTransformer,linear,continuous_segment,0.1,96,96,2025,0.17876331082024946,0.22035554907092528,0.11832323918603235,302453,39.9755859375,7.7250590324401855,0.4230424597266101
ExchangeRate,crib,iTransformer,none,mixed,0.1,96,720,2025,1.642814109325409,0.9380232071876526,4.674203968048095,371296,145.6708984375,0.2923743724822998,2.136591593424479
Weather,saits,iTransformer,none,random_point,0.3,96,336,2026,0.29162335173865267,0.33667248511419523,0.7849922841813621,1685515,244.650390625,2.725503444671631,0.5724207554503303
Weather,simple,iTransformer,linear,random_point,0.3,96,96,2024,0.1724834476891404,0.2166169871434805,0.04598756269273175,302453,39.9755859375,7.608642101287842,0.42378098175799384
Electricity,simple,iTransformer,linear,random_point,0.3,96,96,2026,0.16384856752115454,0.26027989438269017,0.12608394338651116,302753,811.00146484375,4.394355297088623,0.14367807920162495
Traffic,simple,iTransformer,linear,continuous_segment,0.1,96,336,2025,0.47835958676075374,0.3188890070427121,2.2894852810206374,334254,5047.12353515625,12.5363187789917,0.4123695096640288
ExchangeRate,misstsm,iTransformer,none,mixed,0.1,336,192,2026,1.2033377871455917,0.8608825623270977,3.9717672675488944,393872,198.34765625,0.49631428718566895,1.8750869172380504
ETTm1,crib,iTransformer,none,mixed,0.3,96,720,2024,0.5765799459357271,0.510508162745082,1.1144375218891256,370910,145.38134765625,2.4881961345672607,1.0374174635009228
ETTm1,baseline,iTransformer,none,none,0.0,96,96,2026,0.349277918033579,0.37873563192735876,0.0,302439,29.13720703125,1.7134406566619873,0.39459409104395227
Electricity,misstsm,iTransformer,none,continuous_segment,0.1,96,336,2026,0.22655131469906187,0.3315909488074843,0.9932557797610989,371666,1831.5,7.905406475067139,0.1756678182315203
Weather,saits,DLinear,none,random_point,0.1,96,96,2024,0.17342391681762448,0.2383261144646279,3.878450406231111,1370747,224.5615234375,2.4050345420837402,0.4232101740872118
Weather,saits,iTransformer,none,continuous_segment,0.3,96,96,2024,0.17643915995734338,0.23184140161100672,0.4281441827862385,1654555,238.994140625,4.580066442489624,0.4144656760931292
Electricity,simple,iTransformer,linear,random_point,0.1,96,336,2025,0.18713251189961017,0.2799071179748622,0.09630767265850762,333713,841.01904296875,4.05204439163208,0.16339797599642886
ETTm1,coifnet,iTransformer,none,mixed,0.3,336,336,2025,0.5045257887245557,0.4666778941318613,1.0332673606618898,806062,402.9580078125,2.925323486328125,0.7874110895019586
ETTm1,saits,iTransformer,none,mixed,0.3,336,336,2025,0.5411140671680162,0.5037079753543204,0.842951111088494,1724933,1044.29541015625,5.460570812225342,0.7028483913048176
Traffic,baseline,iTransformer,none,none,0.0,96,96,2025,0.419203324548322,0.2926623799615863,0.0,303294,4970.466796875,3.015393018722534,0.3830140368488627
Electricity,simple,PatchTST,linear,continuous_segment,0.3,96,96,2026,0.19032639859145814,0.2760177407062605,1.2840775798177821,417443,2367.2861328125,21.739007472991943,0.16708662937848995
ETTm1,simple,iTransformer,linear,mixed,0.3,336,336,2026,0.5048377615988761,0.4704253338680344,0.5907549011344935,394839,33.8583984375,25.206678867340088,0.7665899793431329
Electricity,simple,DLinear,linear,random_point,0.3,96,96,2026,0.20816584595033688,0.2918727000631307,0.12608394338651116,18945,102.46240234375,3.6839993000030518,0.18568545300109382
ETTm1,crib,iTransformer,none,mixed,0.1,336,720,2025,0.5783023971968718,0.5108961056872724,1.1101996439627482,543710,816.06298828125,3.04640793800354,1.0726311180549863
Electricity,simple,PatchTST,linear,random_point,0.1,96,96,2025,0.15936229264503154,0.2506878861888179,0.09650999509073535,417443,2367.2861328125,5.684903621673584,0.13536976538231152
Weather,simple,iTransformer,linear,continuous_segment,0.1,96,96,2026,0.17475485343462888,0.21557841453899204,0.11414110827361813,302453,39.9755859375,7.819309949874878,0.41936997409764526
Electricity,saits,PatchTST,none,random_point,0.3,96,96,2025,0.16301824272728668,0.2641451454310254,0.38574742151917074,2465545,2666.87939453125,5.326049089431763,0.13416872214988845
ETTm1,simple,iTransformer,linear,mixed,0.1,96,336,2025,0.5290682794795166,0.48057304854685035,0.7937848306949191,333399,30.9287109375,8.357394218444824,0.7669375015040514
ETTm1,simple,iTransformer,linear,variable_channel,0.1,336,96,2024,0.43285204934865174,0.4288473947303822,1.104012536512162,363879,32.0673828125,25.854341745376587,0.539417004418321
ETTm1,simple,iTransformer,linear,variable_channel,0.1,96,720,2024,0.5750787542237362,0.5087514908575766,1.1013107479926492,382935,34.6103515625,10.927657127380371,1.045571810315576
Electricity,simple,iTransformer,linear,random_point,0.1,96,96,2024,0.15700255511737732,0.25061911615615706,0.09671207867636311,302753,811.00146484375,4.530884265899658,0.13594958796303652
ETTm1,simple,iTransformer,linear,variable_channel,0.1,96,336,2025,0.5307781105655403,0.4800842727674775,1.1087094050994877,333399,30.9287109375,8.858301877975464,0.7661579106074654
Weather,misstsm,iTransformer,none,random_point,0.1,96,96,2026,0.18625369368699704,0.2609443053039653,0.6336581698954533,320906,153.482421875,2.16501522064209,0.4083818899972309
ExchangeRate,simple,iTransformer,linear,variable_channel,0.1,96,336,2024,0.6593567986746092,0.5461973692919757,3.645259024323644,333400,30.509765625,1.0340464115142822,1.1276709824870945
Weather,saits,PatchTST,none,random_point,0.1,96,96,2026,0.16897290094781,0.22336693000656502,0.4128845066160263,1768645,369.75146484375,2.7709221839904785,0.4046623532865146
ExchangeRate,coifnet,iTransformer,none,mixed,0.3,96,336,2024,0.7157873140799033,0.5795849666402146,1.4248169886099327,510528,248.8896484375,0.42035984992980957,1.087399304617663
Weather,saits,iTransformer,none,continuous_segment,0.1,96,336,2025,0.2764904930333423,0.30639848980116297,0.3562461407058441,1685515,244.650390625,3.6989009380340576,0.5689349018420872
ETTm1,misstsm,iTransformer,none,variable_channel,0.3,336,96,2024,0.6498092737917827,0.5657831080998059,1.1076373555102026,381422,175.88671875,2.3979578018188477,0.7497706634836594
ExchangeRate,simple,iTransformer,linear,variable_channel,0.1,336,336,2025,0.7131840071162662,0.5816196001864768,4.061093085520977,394840,33.64453125,2.8891139030456543,1.0927813464586336
ETTm1,crib,iTransformer,none,mixed,0.1,336,336,2024,0.5136366791313761,0.4784771986182481,1.108018426762983,414302,813.93603515625,3.057807445526123,0.789755436177226
ETTm1,saits,iTransformer,none,variable_channel,0.3,96,192,2024,4450989.614838026,889.2284948184175,16215561.550004413,1643237,213.15869140625,3.075833797454834,4637524.431812163
Electricity,simple,PatchTST,linear,random_point,0.3,96,96,2024,0.16529992398704438,0.26007631186338925,0.12612295306343763,417443,2367.2861328125,5.59540867805481,0.14238851202075062
Electricity,crib,iTransformer,none,continuous_segment,0.1,96,96,2026,0.16780404941196342,0.2725333953379016,1.0052346987121683,431586,191.3603515625,8.08805775642395,0.13915589542313675
ExchangeRate,saits,iTransformer,none,mixed,0.1,96,96,2026,230.79396434312457,6.033849116121785,33626.75974367977,1632520,212.87255859375,0.5194282531738281,286.82086853671757
ETTh1,misstsm,iTransformer,none,random_point,0.1,96,336,2025,0.6369424527661037,0.5962764406485267,1.1003308252641868,350942,67.458984375,0.7052054405212402,1.3022765820995998
ExchangeRate,simple,iTransformer,linear,variable_channel,0.1,336,96,2026,0.4787843301055137,0.3821892939256818,3.7779603593804865,363880,31.82421875,3.189548969268799,0.8817643558277803
Electricity,saits,iTransformer,none,continuous_segment,0.3,96,336,2024,0.1875915901883998,0.28653688848877573,0.289261546202937,2381815,1153.63330078125,21.60680913925171,0.1652117294943151
ExchangeRate,crib,iTransformer,none,mixed,0.3,96,720,2024,1.6250928854942321,0.9307357454299927,4.647060785293579,371296,145.6708984375,0.31363725662231445,2.197392781575521
ETTm1,simple,iTransformer,linear,variable_channel,0.1,336,96,2025,0.4282976311771301,0.42618609963152027,1.1136371783771974,363879,32.0673828125,24.151180505752563,0.5302510679394202
ETTh1,saits,iTransformer,none,random_point,0.1,96,336,2024,0.7585515754864586,0.6300139500256372,10.126971189352759,1661813,225.140625,0.7547831535339355,1.1515838045970865
Traffic,crib,iTransformer,none,continuous_segment,0.3,96,96,2025,0.6575104421612809,0.3584469818964186,1.474414257388862,640412,304.03515625,35.78269982337952,0.5110515878457776
ETTh1,simple,DLinear,linear,continuous_segment,0.1,96,96,2024,0.4116009093272622,0.4192499698064486,1.073495173679006,18631,18.833984375,1.9736156463623047,0.676216809229534
ExchangeRate,coifnet,iTransformer,none,variable_channel,0.3,96,336,2026,1.0139825779038507,0.679505164558823,3.741608465040052,510528,248.8896484375,0.3236877918243408,1.8308322807293975
ExchangeRate,misstsm,iTransformer,none,variable_channel,0.3,336,192,2026,1.4730510094079627,0.9499857763209975,3.8872507135552095,393872,198.34765625,0.3810441493988037,2.5910728091285344
ETTm1,misstsm,iTransformer,none,variable_channel,0.3,96,192,2025,0.8456553912707846,0.675124931076596,1.119757933564657,332366,66.724609375,2.8073623180389404,0.8332028575330349
Traffic,crib,iTransformer,none,random_point,0.1,96,96,2025,0.6129904382574436,0.34241712271381786,1.4759473115773012,640412,304.03515625,3.3717031478881836,0.4630437874520953
ExchangeRate,simple,iTransformer,linear,mixed,0.3,96,192,2025,0.5693779300494366,0.47082003556102153,1.3512916640344872,314824,29.41796875,1.1960351467132568,1.0009382843340515
ETTh1,baseline,DLinear,none,none,0.0,96,96,2025,0.3911089089336258,0.4069639916800939,0.0,18631,18.83349609375,0.45961809158325195,0.6565485089856804
ExchangeRate,crib,iTransformer,none,mixed,0.1,336,336,2026,1.034438160625664,0.719893958922979,4.259635042499852,414688,814.31005859375,0.47300028800964355,1.424658092201179
ETTm1,baseline,DLinear,none,none,0.0,96,96,2024,0.3438233326483086,0.3708957059469473,0.0,18631,18.85693359375,1.233311414718628,0.39647136840309044
Electricity,misstsm,iTransformer,none,continuous_segment,0.1,96,96,2025,0.178166323389194,0.2899558870386796,1.0034293993220285,340706,1800.50390625,7.957580327987671,0.14844631189425317
ETTh1,simple,PatchTST,linear,continuous_segment,0.1,96,96,2025,0.40213534102191617,0.4143951437738682,1.0761264723122013,416501,73.578125,2.054149627685547,0.7120121122476657
ETTm1,crib,iTransformer,none,mixed,0.3,96,192,2025,0.5026145225506046,0.4603385445441117,1.1128977618283549,319694,124.7724609375,2.2844343185424805,0.6496231762337362
ETTh1,misstsm,iTransformer,none,random_point,0.3,96,96,2024,0.531593642971032,0.5281435144011808,1.1180460183581928,319982,66.13671875,0.7340376377105713,0.890009125986904
Weather,saits,iTransformer,none,random_point,0.3,96,96,2024,0.18910964973352926,0.2552305218361964,0.8245860403950218,1654555,238.994140625,3.9253804683685303,0.41665028539642107
ExchangeRate,crib,iTransformer,none,variable_channel,0.1,336,336,2025,0.9960387405511495,0.6966209516331956,4.061093085520977,414688,814.31005859375,0.47141194343566895,1.3982836213799514
ETTm1,simple,iTransformer,linear,mixed,0.3,96,96,2026,0.4681182756856964,0.44209406454662264,0.5913611587966818,302439,29.1376953125,8.29872441291809,0.5634129017421923
Traffic,simple,iTransformer,linear,continuous_segment,0.3,96,96,2025,0.49285159243671645,0.32984803368720617,2.1997847418659426,303294,4968.45263671875,36.47176504135132,0.44227574689335103
ETTh1,saits,DLinear,none,continuous_segment,0.3,96,96,2026,0.459519223764512,0.4627209147281236,0.6598405103923174,1347045,219.283203125,0.8451991081237793,0.7271651933929436
ETTm1,saits,iTransformer,none,variable_channel,0.1,336,720,2026,6975.4929715709195,23.87692499209329,66083.14656773678,1774469,1046.27001953125,4.254169702529907,6411.803597467827
Electricity,misstsm,iTransformer,none,mixed,0.3,96,96,2024,0.2078667911635115,0.3118103675923496,1.004564405918029,340706,1800.50390625,7.457520961761475,0.1700895081845496
